제목,감성
"이는 한글과컴퓨터의 경상연구비를 포함한 인건비가 크게 증가 (QoQ 64%↑, YoY 62%↑)했기 때문이다.",NEGATIVE
또한 4월부터 광학용 고부가 필름의 판매가 호조를 보이고 있어 필름부문 역시 실적개선이 예상된다.,POSITIVE
대한항공의 영업이익은 유가 급등에 의한 연료유류비가 49.4%증가하여 전년대비 87.1%감소하였다.,NEGATIVE
"유가상승으로 인한 연료유류비 증가로 항공운송사업부 적자전환 사업부별로 보면 항공운송사업부의 영업이익은 전년의 1,315억에서 -91억원으로 적자전환하였다.",NEGATIVE
"한국전력 매출액의 증가는 전력판매량이 9.4%(yoy)증가하고, 요금은 동결되었으나 Peak Season요금 적용 및 용도별 요금 조정에 의한 판매단가 인상 효과 (1.7%,yoy)로 전력판매수익이 11.3%증가한데 기인한 것이다.",POSITIVE
"한국전력 또한 전기요금체계의 개편, 즉 원료비 연동제 도입보다 현재는 전기요금의 인상에 최선을 다하고 있는 입장이다.",NEUTRAL
"원료비 연동제의 도입은 한국전력의 민영화를 위한 전제 조건이지만, 단기간에 실기되기에는 해결해야 할 과제들이 너무 많다.",NEUTRAL
"LG상사 목표주가 28,200원으로 상향 조정, 본격적인 주가 상승의 시작",POSITIVE
"코리안리의 4분기 수정보험영업이익(보험영업이익+비상위험준비금)은 159억원 적자로 전년동기대비 적자전환되었고, 이에 따라 합산비율(손해율+사업비율)도 2000년 이후 가장 높은 102.4%로 전년동기 대비 5.0%p 상승하였다.",NEGATIVE
"당기순이익은 원달러 환율이 기말 대비 54원 상승함에 따라 외화환산손실 3,774억원이 발생하였고, 항공기 3대 매각에 따른 유형자산처분 손실 822억원이 발생하여 3,254억원의 당기순손실을 기록하였음. ▶",NEGATIVE
대한항공의 영업이익이 전년대비 감소한 주된 요인은 제트유가 상승으로 연료비가 전년대비 49.4% 증가한 것에 기인함.,NEGATIVE
국제 여객 및 화물 양 사업부문의 매출 증가세가 지속되고 있다는 점은 긍정적이며 이는 장기적인 트렌드로 이해될 수 있는 부문임.,POSITIVE
"1분기 중 신한은행의 상각, 매각 전 실질 연체와 고정이하여신 순증액은 각각 2,230억원과 2,020억원으로 전분기 대비 다소 증가해 자산건전성이 소폭 악화되었다.",NEGATIVE
또한 신한은행은 고정이하 여신 중 회수의문과 추정손실로의 전이율이 낮아 대손 부담은 상대적으로 타은행 대비 낮게 나타나고 있다.,POSITIVE
게다가 국민은행은 1분기 중 상대적으로 운용금리가 낮은 유가증권이 약 4.3조원 증가했는데 이는 유동성 비율 관리 목적인 것으로 추정된다.,NEGATIVE
은행 저원가성 수신 감소 현상에 따른 자금조달의 취약성과 유동성 비율 관리를 위한 운용 상의 제한으로 인해 국민은행의 경우 자산성장이 지속될수록 운용수익률은 하락할 수 밖에 없을 것으로 판단된다.,NEGATIVE
경남은행은 지난해 2분기 이후 지속적으로 마진이 상승하고 있는데 수익성 개선을 위해 과도한 금리경쟁을 자제하고 있기 때문으로 추정된다.,POSITIVE
이러한 수익성 개선 노력에 힘입어 경남은행은 1분기 순이익이 666억원으로 전년동기 대비 약 57.5% 증가했다.,POSITIVE
그나마 조기 매각을 상정할 수 있는 시나리오는 외환카드 주가조작 사건 2심 판결 후 대주주 적격성을 문제삼아 보유지분 강제처분 매각을 명령하는 방법이다(언론 보도에 따르면 2심 판결은 6~7월 중 나올 것으로 예상되고 있음). 그러나 그 조차도 매각 반대 여론이 거세질 수 있다는 점에서 실현 가능성은 의문이다.,NEGATIVE
외환은행은 순이자마진이 3.06%로 전분기 대비 13bp 하락했는데 이는 1) 높은 여신증가세(전분기 대비 5.0% 증가) 2) MMDA가 약 2.2조원 감소하는 등 저원가성 예수금 비중 감소 3) 순이자스프레드가 낮은 매입외환 증가 등에 기인한 것으로 판단된다.,NEGATIVE
따라서 외환은행은 타은행과 달리 자산건전성이 아직 뚜렷이 나빠지고 있다는 징후는 발견되지 않고 있는 것으로 보인다.,POSITIVE
1) 중공업부문 영업이익은 121억원으로 전년수준을 기록하였으나 당초 예상과 달리 개선 폭은 적었다.,NEGATIVE
한화석화의 영업이익이 전년동기대비 큰 폭으로 증가한 주요 이유는 PVC마진(PVC-에틸렌)이익이 톤당 384달러로 전년동기 266달러대비 44.2% 증가하였기 때문임. ▶,POSITIVE
"현금흐름할인(DCF) 모형에 의한 Valuation에서도 140,000원이라는 목표주가에 타당성을 준다. 40년 넘게 국내 수위 자리 고수, 제품구조 개선 통해 재도약 기틀 마련 동아제약은 1967년부터 40년 넘게 국내 최대 제약사 자리를 고수하고 있다.",POSITIVE
"2008년 박카스를 제외한 동아제약의 의약품 매출비중은 70%에 육박할 전망인데, 제품구조 개선은 수익성 개선으로 이어질 것이다.",POSITIVE
"동아제약의 경쟁력은 신약, 제네릭, 바이오의약품을 아우르는 제품력, 업계 최고수준의 R&D 능력과 파이프라인, 신제품을 시장에 침투시킬 수 있는 뛰어난 영업력 등으로 요약된다.",POSITIVE
동아제약은 천연물신약인 위염치료제 스티렌과 합성신약인 발기부전치료제 자이데나를 출시하여 대형화에 성공했고 90년대부터 바이오제네릭(Biosimilar)의 개발에도 두각을 나타냈다.,POSITIVE
"신약과 제네릭, 바이오의약품을 아우르는 제품력과 R&D 능력이 경쟁력 중장기적으로는 정책리스크로 인한 부정적 영향을 수출과 신약개발로 만회할 전망이다.",NEUTRAL
동아제약의 총 3.4억달러에 이르는 대규모 수출계약은 2010년 이후 본격 선적으로 이어질 것이고 천연물 신약도 비슷한 시기에 잇따라 출시될 전망이다.,POSITIVE
"원자재 가격 상승 등 현대미포조선의 실적 성장에 대한 우려감이 높아지는 가운데,",NEGATIVE
1분기 깜짝 실적은 향후 현대미포조선의 영업실적에 대한 믿음을 높여주는 계기가 되었다.,POSITIVE
"우리투자증권의 이러한 양호한 실적의 배경은 1) 상품운용 손익의 호조, 2) 순이자수익의 견조한 유입, 3) ELS 발행의 증가, 4) IB 부문의 호조 등으로 요약할 수 있다.",POSITIVE
"07년 1분기 LG카드 출자주식 매각익, 07년 4분기 추가 충당금 적립 등의 영향 때문이다.",NEUTRAL
"다섯째, 신한지주에 대한 투자에 있어서 몇 가지 부담이 존재할 것이라는 판단이다.",NEGATIVE
또한 동력비 역시 연초 이후 약 9% 상승하여 효성의 전반적인 생산원가에 부정적인 영향을 주고 있다.,NEGATIVE
"국민은행의 원화 대출증가율은 4.5%(QoQ), 중소기업 대출 증가율은 6.8%(QoQ)로서 공격적인 성장 전략을 추구했다.",POSITIVE
"참고로 우리금융의 ‘07년 1분기의 수정 순익은 4,700억원 규모였고, ‘07년 4분기의 수정 순익은 5,700억원 규모였다.",NEUTRAL
손실반영이 작았던 이유는 DMS의 옵션계약이 위험회피 회계기준의 적용요건에 부합함에 따라 손익계산서에 반영되지 않았기 때문임.,POSITIVE
"엔화환율의 안정으로 향후 추가 손실 가능성은 매우 적은 것으로 판단됨. ▶ 1분기 수주잔고 774억원으로 급증, 4월에만 370억원의 추가 수주 확보 DMS의 1분기 잔고는 774억원이었고 4월 370억원의 추가수주를 확보해 4월말 현재 1,140억원의 수주잔고를 기록하고 있음.",POSITIVE
게임부문은 계절적인 성수기와 저가 Paying User가 지속적으로 증가하여 전분기대비 16.7% 증가한 90십억원을 기록하였다.,POSITIVE
"그 이유는 계절적인 비수기 영향으로 게임부문 성장률이 전분기대비 감소하고, 4월에 오버추어와 계약조건 변경에 따라 검색성장률도 전분기에 비해 다소 둔화될 것으로 추정되기 때문이다.",NEGATIVE
"2008년 어닝모멘텀 강화 예상 NHN의 2008년 연간 예상 매출액은 전년대비 38.1% 성장한 1조 271십억원, 영업이익은 41% 증가한 549십억원으로 전망된다.",POSITIVE
국제 동 가격의 강세로 풍산은 2분기 이후의 수익성도 견조할 전망,POSITIVE
최근 풍산의 수익성은 동 가격의 변동에 좌우되고 있다.,NEUTRAL
"1분기 어닝써프라이즈: 매출액 10%증가한 797억원, 영업이익 99.9% 증가한 236억원 태광은 1분기 매출액이 전년 동기 대비 10.0% 증가한 797억원, 영업이익은 99.9% 증가한 236억원, 세전이익은 140.9% 증가한 289억원, 순이익은 135% 증가한 218억원으로 공정 공시했다.",POSITIVE
"1분기 깜짝 영업 실적 → 2분기 영업이익률 낮아지나 세전이익률 증가 지속 삼성중공업은 1분기 매출액이 전년 대비 32.6% 증가한 24,175억원, 영업이익은 245.6%증가한 2,236억원, 순이익은 28.5% 증가한 1,158억원으로 공정 공시했다.",POSITIVE
이러한 LG그룹 경쟁력은 지주사 내부의 의사결정 시스템과 지주사와 자회사간의 협력적 의사 결정시스템에서 온다고 볼 수 있음.,POSITIVE
이러한 점들을 반영하여 신규 목표가에 LG NAV에 10% 프리미엄 가산. 기존 제시 LG 적정가에는 15% 프리미엄을 가산 하였음. ▶,POSITIVE
"따라서 토필드에 대한 투자의견 ‘매수’와 12개월 목표주가 30,000원(08년 추정 EPS 기준 PER 9배 수준)을 유지한다. 1분기 실적은 전년동기 대비 매출액 16.5%↑, 영업이익 4.3%↑ 토필드의 1분기 실적은 매출액 387억원, 영업이익 79억원으로 전년동기 대비 각각 16.5%, 4.3% 증가하였다.",POSITIVE
"LG패션의 08년 매출액과 영업이익은 기존 전망치 대비 각각 1.4%, 2.8% 상향되 8,450억원(전년동기비 +14.5%), 1,094억원(전년동기비 +19.5%)이다.",POSITIVE
LG패션이 차별화 되는 세가지 이유 LG패션의 핵심 고객군으로 추정되는 와인세대(30대 후반 ~50대 초반)는 2010년까지 지속적인 증가가 예상된다.,POSITIVE
"자화전자의 2008년 매출은 지난 3년동안(2005년~2007년)의 지속적인 역성장세에 벗어나, 본격적인 성장세로 전환될 것으로 분석된다.",POSITIVE
티엘아이의 2008년 영업이익은 기존 0.25㎛에서 0.18 ㎛로 미세공정 적용에 따라 원가 경쟁력이 확대되어 기존 추정치 대비 37.2% 상향한 129억원으로 추정된다.,POSITIVE
환율 및 곡물 관련 손실에서 시장이 우려하는 최악의 상황은 발생하지 않았다.,NEUTRAL
"둘째, CVD 장비 테스트가 원활하게 진행되고 있으며 추후 수주에 대해서 에스에프에이는 조심스럽게 낙관적인 견해를 내비쳤다.",POSITIVE
"셋째, 에스에프에이는 아산 컴플렉스, 창원 사업장 확보 등을 통해 대규모 사업장을 건설하겠다는 계획을 발표하였다.",POSITIVE
현 대우증권의 기대 수준을 넘어설 가능성이 높지만 수익 예상에는 보수적으로 반영되어 있다.,NEUTRAL
"대우조선해양은 1분기 매출액이 전년 대비 43.9% 증가한 21,241억원, 영업이익은 233.2% 증가한 1,676억원, 순이익은 51.1% 증가한 784억원으로 공정 공시했다.",POSITIVE
"대우조선해양은 4월에 자동차운반선, VLCC, 벌크선, 드릴쉽 등 신규 수주가 13억 달러 발생하여 누계로 약 34억 달러 수주를 기록했다.",POSITIVE
대주전자재료는 08년 하반기 이후 성장 잠재력이 서서히 가시화되면 단계적인 도약도 가능할 전망이다.,POSITIVE
"대주전자재료 08년 매출액은 전년대비 40% 증가한 601억원, 영업이익은 10배 이상 증가한 45억원에 이를 것으로 예상된다.",POSITIVE
"성장성과 수익성 호전을 동시에 보여준 1분기 영업 실적 CJ제일제당의 1분기 매출액, 매출총이익, 영업이익은 8,264억원, 2,799억원, 810억원으로 전년 동기 대비 각각 18.9%, 15.5%, 31.5%가 증가하였다.",POSITIVE
제품 판매 가격 인상은 통상적으로 매출총이익률을 개선시키지만 CJ제일제당의 1분기 매출총이익률은 전년 동기 대비 1.0%p 하락하였다.,NEGATIVE
지속적인 곡물 가격 상승과 지난 해 11월 이천 육가공 공장 화재에 따른 생산 차질이 CJ제일제당 매출총이익률 하락의 주요 원인으로 판단된다.,NEGATIVE
그러나 최근 곡물 가격 안정이 이어지고 있으며 이천 공장 화재에 따른 비용 처리가 완료됨에 따라 2분기부터는 CJ제일제당 매출총이익률이 예년 수준을 회복할 전망이다.,POSITIVE
이는 싸이클 산업의 통념을 깨는 양호한 현금 흐름과 재무 구조의 빠른 개선으로 드러나고 있다.,NEUTRAL
LG디스플레이는 07년 양의 현금 흐름으로 전환한 데 이어 08~09년 각각 1.5~2.3조원 수준의 잉여 현금 흐름을 창출할 수 있을 전망이다.,POSITIVE
LG디스플레이는 08년 설비투자 확대가 예상되나 투자 규모가 매출액의 20% 이하에 그쳐 05~06년과 같은 과잉 투자 국면은 재개되지 않을 것으로 본다.,NEUTRAL
"수익 예상 상향 조정, 2분기 본사 영업이익 1조원 예상 예상을 상회하는 긍정적 환율 흐름과 견조한 패널 수요 등을 반영하여 LG디스플레이의 08년과 09년 영업이익을 기존 대비 각각 6.4%, 6.7% 상향 조정하였다.",POSITIVE
환율 상승은 LG디스플레이의 실적 개선 효과를 배가시키고 경쟁국 대비 가격 경쟁력을 강화시킬 전망이다.,POSITIVE
"신한이엔씨의 1분기 실적은, 매출액 169억원, 영업이익 30억원, 순이익 27억원, 영업이익률 17.5%를 기록한 것으로 보인다.",NEUTRAL
